variant,auroc,ci_low,ci_high,spec_at_sens95,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
mascaret: mean,0.5989987484355443,0.5067490613266583,0.6854849812265331,0.12352941176470589,0.7666666666666666,0.24999999999999997,0.6507352941176471,0.25,0.6175675675675675
mascaret: invariant,0.4779724655819775,0.38471526908635795,0.5678379224030037,0.01764705882352941,0.6333333333333333,0.25,0.46231617647058826,0.2916666666666667,0.47229729729729725
mascaret: mean+invariant,0.4968710888610764,0.4037515644555695,0.5807446808510637,0.08235294117647059,0.7,0.14583333333333334,0.49816176470588236,0.2916666666666667,0.5297297297297298
phaet: mean,0.600125156445557,0.5018397997496872,0.6973748435544431,0.07647058823529412,0.7333333333333333,0.20833333333333331,0.6295955882352942,0.33333333333333337,0.654054054054054
phaet: invariant,0.5112640801001251,0.42275657071339173,0.5996495619524403,0.07647058823529412,0.6,0.3333333333333333,0.5569852941176471,0.20833333333333331,0.493918918918919
phaet: mean+invariant,0.5007509386733418,0.4078817271589487,0.5919962453066332,0.08235294117647059,0.6333333333333333,0.22916666666666666,0.5386029411764706,0.20833333333333334,0.527027027027027
ctranspath: mean,0.5488110137672091,0.44954943679599496,0.6454568210262828,0.029411764705882353,0.3666666666666666,0.125,0.59375,0.16666666666666669,0.6560810810810811
ctranspath: invariant,0.49474342928660825,0.402625156445557,0.5829849812265331,0.023529411764705882,0.4666666666666666,0.5625,0.5193014705882353,0.16666666666666666,0.4486486486486486
ctranspath: mean+invariant,0.4760951188986233,0.38760638297872346,0.5598279098873592,0.09411764705882353,0.6333333333333333,0.3958333333333333,0.4715073529411765,0.16666666666666669,0.4871621621621621
