tile,is_tumor,wagner_attn,vl_msi_minus_mss,vl_quality
495,False,6.1984625e-05,-0.01807642,-0.0023900429
496,True,6.15733e-05,-0.026424848,0.013645755
497,True,6.358089e-05,0.0011496209,0.0104024215
498,False,6.2627456e-05,0.0013390947,-0.0010433067
499,False,6.2039144e-05,-0.013033956,0.026879
500,False,6.2138985e-05,-0.012118038,0.023633432
501,False,7.370567e-05,-0.022133661,0.015450659
502,False,7.017644e-05,-0.011958297,0.018739505
503,False,6.866662e-05,-0.017662521,-0.012331776
504,False,7.40068e-05,-0.0028494354,0.010634602
505,False,6.916055e-05,-0.008195406,0.0062469766
506,False,6.7957626e-05,-0.000496814,0.0037950557
507,False,6.812597e-05,-0.009685768,0.00023119152
508,False,6.9977184e-05,-0.0017179437,0.015170766
509,False,6.553367e-05,0.02645529,0.0175922
510,False,6.338503e-05,-0.012782969,-0.0033554547
511,True,6.278891e-05,0.022173958,0.007014757
512,True,6.272908e-05,0.030952388,0.01712427
513,True,6.228161e-05,0.013313441,0.007383194
514,True,6.486917e-05,0.022804582,0.005423693
515,True,6.310529e-05,0.021146834,0.0117885005
516,False,6.79052e-05,0.0062160497,0.012060635
517,True,6.243985e-05,0.020484164,0.0033021057
518,True,6.253616e-05,0.01845785,0.018271059
519,False,6.579722e-05,-0.005581588,0.024137102
520,True,6.27507e-05,0.005739418,0.015051333
521,False,6.9289694e-05,-0.0288507,0.0021613054
522,True,6.612484e-05,0.0064149513,0.0021448391
523,True,6.451515e-05,0.007070232,-0.002957384
524,False,6.5412845e-05,0.010452697,-0.006569864
525,True,6.305979e-05,-0.013812827,0.014549406
526,True,6.435791e-05,0.0063071316,-0.0077520385
527,True,6.169926e-05,0.014387878,0.004842405
528,True,6.294887e-05,0.008194314,0.019512616
529,True,6.4509244e-05,0.001961316,0.0034363838
