filter,aggregator,site,n_bin,n_patients,n_msih,auroc,auprc,brier,mean_pred_mss,mean_pred_msih
tumor_frac<0.1,max,OAUTHC,all,48,11,0.4299754299754299,0.2160552117928894,0.3075276835636775,0.4594590237011781,0.38524592193690216
tumor_frac<0.1,max,UITH,all,7,1,0.5,0.25,0.23274848849048932,0.30665898447235423,0.1943873167037964
tumor_frac<0.1,max,retrospective_msk,all,24,4,0.46249999999999997,0.221875,0.22021305888097473,0.37745090052485464,0.35707194544374943
tumor_frac<0.1,max,retrospective_oau,all,28,6,0.9545454545454545,0.8722222222222222,0.1757467184862358,0.4146748198704286,0.6119737525780996
tumor_frac<0.1,max,__overall__,1,51,10,0.575609756097561,0.22663957475959368,0.20867324774410193,0.31742327296879236,0.35268271863460543
tumor_frac<0.1,max,__overall__,2-3,56,10,0.6347826086956522,0.317218830364727,0.22732112702052223,0.42716585456029227,0.48871482387185095
tumor_frac<0.1,max,__overall__,4-6,11,2,0.4444444444444444,0.34090909090909094,0.38002629743199345,0.6083970798386468,0.5295218825340271
tumor_frac<0.1,max,__overall__,7+,5,1,0.5,0.3333333333333333,0.35339238825161695,0.5759910345077515,0.6606164574623108
tumor_frac<0.1,max,OAUTHC,1,22,8,0.6071428571428571,0.4352910977910978,0.25163448696338264,0.28769504757864134,0.3147556148469448
tumor_frac<0.1,max,OAUTHC,4-6,9,2,0.4285714285714286,0.3611111111111111,0.43462799703994176,0.6778256893157959,0.5295218825340271
tumor_frac<0.1,max,OAUTHC,7+,5,1,0.5,0.3333333333333333,0.35339238825161695,0.5759910345077515,0.6606164574623108
tumor_frac<0.2,mean,__overall__,all,90,15,0.456,0.17763564024901773,0.23183731184693954,0.3774229341317264,0.3455561921952499
tumor_frac<0.2,mean,OAUTHC,all,40,7,0.2857142857142857,0.136547539276228,0.2665954963947364,0.39231180615701633,0.24468880096184356
tumor_frac<0.2,mean,UITH,all,7,1,0.5,0.25,0.2424133080789505,0.30665898447235423,0.1534389965236187
tumor_frac<0.2,mean,retrospective_msk,all,14,2,0.4583333333333333,0.3214285714285714,0.16601550571927448,0.29862115470071626,0.32283039453128975
tumor_frac<0.2,mean,retrospective_oau,all,22,5,0.7176470588235293,0.5898412698412698,0.19280559132018682,0.4015614473644425,0.5342842981219291
tumor_frac<0.2,mean,__overall__,1,39,5,0.5411764705882354,0.19189584924879044,0.1997978455017401,0.3348265082082328,0.35847386717796326
tumor_frac<0.2,mean,__overall__,2-3,41,8,0.4545454545454545,0.24271457708957705,0.24326046578374502,0.40389617690534296,0.3593364229115347
tumor_frac<0.2,mean,__overall__,4-6,6,2,0.125,0.29166666666666663,0.3842900233176419,0.49680056056628624,0.25814108187332746
tumor_frac<0.2,mean,OAUTHC,1,17,4,0.46153846153846145,0.2589285714285714,0.23879728361438488,0.32420654594898224,0.2698439583182335
tumor_frac<0.2,mean,OAUTHC,2-3,13,1,0.08333333333333337,0.08333333333333333,0.26959254152475115,0.42812996357679367,0.11716360971331591
tumor_frac<0.2,mean,OAUTHC,4-6,6,2,0.125,0.29166666666666663,0.3842900233176419,0.49680056056628624,0.25814108187332746
tumor_frac<0.2,max,__overall__,all,90,15,0.456,0.16919718159292263,0.259744383427106,0.42015289574861525,0.3830748602747917
tumor_frac<0.2,max,OAUTHC,all,40,7,0.2857142857142857,0.13546780006407336,0.3231266354295011,0.4683493682832429,0.28188617527484894
tumor_frac<0.2,max,UITH,all,7,1,0.5,0.25,0.23274848849048932,0.30665898447235423,0.1943873167037964
tumor_frac<0.2,max,retrospective_msk,all,14,2,0.5,0.5714285714285714,0.18067385056576293,0.33345088735222816,0.3827477879822254
tumor_frac<0.2,max,retrospective_oau,all,22,5,0.7529411764705883,0.5366666666666666,0.197934127233495,0.417887963792857,0.5626073569059372
tumor_frac<0.2,max,__overall__,1,39,5,0.5411764705882354,0.19189584924879044,0.1997978455017401,0.3348265082082328,0.35847386717796326
tumor_frac<0.2,max,__overall__,2-3,41,8,0.4242424242424242,0.2132587079547266,0.2787183993066236,0.4625826374147878,0.39730258006602526
tumor_frac<0.2,max,__overall__,4-6,6,2,0.25,0.3333333333333333,0.44973520709959897,0.6677581071853638,0.3876664638519287
tumor_frac<0.2,max,OAUTHC,1,17,4,0.46153846153846145,0.2589285714285714,0.23879728361438488,0.32420654594898224,0.2698439583182335
tumor_frac<0.2,max,OAUTHC,2-3,13,1,0.0,0.07692307692307693,0.36216057180272276,0.5315587657193342,0.1184944659471511
tumor_frac<0.2,max,OAUTHC,4-6,6,2,0.25,0.3333333333333333,0.44973520709959897,0.6677581071853638,0.3876664638519287
tumor_frac<0.3,mean,__overall__,all,60,11,0.3320964749536178,0.14597165108590773,0.26333230308051564,0.39105489722066583,0.26911387694152916
tumor_frac<0.3,mean,OAUTHC,all,33,6,0.2716049382716049,0.14133403361344538,0.2777361214669574,0.3947142985086014,0.23020281021793684
tumor_frac<0.3,mean,UITH,all,5,1,0.5,0.3333333333333333,0.30158544004019855,0.3249247130006552,0.1534389965236187
tumor_frac<0.3,mean,retrospective_oau,all,14,4,0.42499999999999993,0.3422619047619047,0.2628441999296939,0.4122205927968025,0.35639919713139534
tumor_frac<0.3,mean,__overall__,1,23,5,0.43333333333333335,0.21984126984126984,0.2622201670739651,0.35223669972684646,0.2890779867768288
tumor_frac<0.3,mean,__overall__,2-3,29,5,0.21666666666666667,0.14006855302507476,0.27124525847176373,0.4087495083610217,0.2138384141027927
tumor_frac<0.3,mean,__overall__,4-6,7,1,0.33333333333333337,0.2,0.2677077480173167,0.47361885331985026,0.44567064195871353
tumor_frac<0.3,mean,OAUTHC,1,14,3,0.36363636363636365,0.21581196581196582,0.2710421851220004,0.36400681937282736,0.24235577384630838
tumor_frac<0.3,mean,OAUTHC,2-3,11,2,0.11111111111111116,0.15555555555555556,0.31526723365936354,0.40464109761847394,0.1042394489049911
tumor_frac<0.3,mean,OAUTHC,4-6,7,1,0.33333333333333337,0.2,0.2677077480173167,0.47361885331985026,0.44567064195871353
tumor_frac<0.3,max,__overall__,all,60,11,0.3116883116883117,0.14156909704715348,0.29852747359299614,0.4436238140475993,0.29729140956293454
tumor_frac<0.3,max,OAUTHC,all,33,6,0.26543209876543206,0.14152064440489306,0.3326104198513311,0.4716192552888835,0.2701491191983223
tumor_frac<0.3,max,UITH,all,5,1,0.5,0.3333333333333333,0.28805469261635286,0.3249247130006552,0.1943873167037964
tumor_frac<0.3,max,retrospective_oau,all,14,4,0.42499999999999993,0.3422619047619047,0.2726907827686916,0.4313106670975685,0.3637308683246374
tumor_frac<0.3,max,__overall__,1,23,5,0.43333333333333335,0.21984126984126984,0.2622201670739651,0.35223669972684646,0.2890779867768288
tumor_frac<0.3,max,__overall__,2-3,29,5,0.175,0.12700127713920817,0.3045300526913415,0.46438584352533024,0.24038290977478022
tumor_frac<0.3,max,__overall__,4-6,7,1,0.33333333333333337,0.2,0.42684791023650703,0.6674171288808187,0.6229010224342346
tumor_frac<0.3,max,OAUTHC,1,14,3,0.36363636363636365,0.21581196581196582,0.2710421851220004,0.36400681937282736,0.24235577384630838
tumor_frac<0.3,max,OAUTHC,2-3,11,2,0.05555555555555558,0.14646464646464646,0.3756672925960229,0.4975109812286165,0.13546318560838694
tumor_frac<0.3,max,OAUTHC,4-6,7,1,0.33333333333333337,0.2,0.42684791023650703,0.6674171288808187,0.6229010224342346
tumor_frac<0.4,mean,__overall__,all,40,8,0.28125,0.1552953047857939,0.2797956203868433,0.40042785223340616,0.24564353190362453
tumor_frac<0.4,mean,OAUTHC,all,24,5,0.23157894736842108,0.16359213250517599,0.3038919824416048,0.4132961810223366,0.22088701650500298
tumor_frac<0.4,mean,retrospective_oau,all,7,2,0.4,0.39285714285714285,0.2701733929120131,0.4346627712249756,0.35363708809018135
tumor_frac<0.4,mean,__overall__,1,18,3,0.13333333333333333,0.12810457516339868,0.30548295593395425,0.41871088097492853,0.14945016801357267
tumor_frac<0.4,mean,__overall__,2-3,19,5,0.42857142857142855,0.31507936507936507,0.2752827654290878,0.39019486077484633,0.30335955023765565
tumor_frac<0.4,mean,OAUTHC,1,13,3,0.1,0.17414529914529916,0.3456045953492573,0.4397052675485611,0.14945016801357267
tumor_frac<0.4,mean,OAUTHC,2-3,8,2,0.5,0.39285714285714285,0.29222359669353565,0.3975457929902606,0.3280422892421484
tumor_frac<0.4,max,__overall__,all,40,8,0.265625,0.15398874652646205,0.31151158080434344,0.44950802926905453,0.2650917712599039
tumor_frac<0.4,max,OAUTHC,all,24,5,0.2210526315789474,0.1700207039337474,0.35077920805903556,0.47840934364419235,0.23794919848442078
tumor_frac<0.4,max,retrospective_oau,all,7,2,0.4,0.39285714285714285,0.2697534320444817,0.44359502792358396,0.36830043047666544
tumor_frac<0.4,max,__overall__,1,18,3,0.13333333333333333,0.12810457516339868,0.30548295593395425,0.41871088097492853,0.14945016801357267
tumor_frac<0.4,max,__overall__,2-3,19,5,0.38571428571428573,0.2788220551378446,0.3086446376889061,0.4554539290922029,0.3344767332077026
tumor_frac<0.4,max,OAUTHC,1,13,3,0.1,0.17414529914529916,0.3456045953492573,0.4397052675485611,0.14945016801357267
tumor_frac<0.4,max,OAUTHC,2-3,8,2,0.33333333333333337,0.29166666666666663,0.35353991807539564,0.4942476898431778,0.37069774419069285
tumor_frac<0.5,mean,__overall__,all,28,6,0.2575757575757575,0.16625642875642876,0.27566038184860414,0.34629342953364056,0.18882428420086697
tumor_frac<0.5,mean,OAUTHC,all,19,5,0.3142857142857143,0.22654600301659125,0.30368697613403595,0.344173717711653,0.20409100577235217
tumor_frac<0.5,mean,__overall__,1,17,5,0.3666666666666667,0.277521645021645,0.26229590586342066,0.26063805756469566,0.20315641909837723
tumor_frac<0.5,mean,__overall__,2-3,10,1,0.0,0.1,0.32130501787505256,0.47504096588602773,0.11716360971331591
tumor_frac<0.5,mean,OAUTHC,1,15,4,0.3636363636363637,0.2630494505494505,0.24383092425276687,0.2736168178645047,0.22582285478711128
tumor_frac<0.5,mean,OAUTHC,2-3,3,1,0.0,0.3333333333333333,0.688726189807647,0.796608492732048,0.11716360971331591
tumor_frac<0.5,max,__overall__,all,28,6,0.2651515151515151,0.16744690494690495,0.2870760659536561,0.36231610619209026,0.18904609357317284
tumor_frac<0.5,max,OAUTHC,all,19,5,0.3142857142857143,0.22654600301659125,0.3136245388593794,0.3549163852419172,0.2043571770191192
tumor_frac<0.5,max,__overall__,1,17,5,0.3666666666666667,0.277521645021645,0.26229590586342066,0.26063805756469566,0.20315641909837723
tumor_frac<0.5,max,__overall__,2-3,10,1,0.0,0.1,0.35146664416530704,0.5099401192532645,0.1184944659471511
tumor_frac<0.5,max,OAUTHC,1,15,4,0.3636363636363637,0.2630494505494505,0.24383092425276687,0.2736168178645047,0.22582285478711128
tumor_frac<0.5,max,OAUTHC,2-3,3,1,0.0,0.3333333333333333,0.7456564563885196,0.8526039123535156,0.1184944659471511
