encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
uni2_mean,p_mlp,0.5694618272841051,0.46732478097622027,0.6663360450563204,"0.3,0.3,1.0,0.1,1.0,0.1,0.3,0.0,0.1,0.1",0.5333333333333333,0.4375,0.40992647058823534,0.6666666666666666,0.7148648648648649
uni2_mean,p_dann,0.5804755944931164,0.48159261576971213,0.6728441802252816,"0.3,0.3,1.0,0.1,1.0,0.1,0.3,0.0,0.1,0.1",0.6333333333333333,0.35416666666666663,0.4338235294117648,0.75,0.6993243243243243
