filter,aggregator,site,n_bin,n_patients,n_msih,auroc,auprc,brier,mean_pred_mss,mean_pred_msih
conch_v1.5_mean:hdbscan_noise,mean,OAUTHC,7+,18,2,0.28125,0.11437908496732026,0.25982531604521486,0.47540486831930356,0.3666686122504449
conch_v1.5_mean:hdbscan_noise,max,__overall__,all,215,46,0.6449704142011834,0.3452634493428747,0.24351265823843163,0.4448151477342527,0.5517629770481068
conch_v1.5_mean:hdbscan_noise,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
conch_v1.5_mean:hdbscan_noise,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
conch_v1.5_mean:hdbscan_noise,max,OAUTHC,all,79,16,0.41567460317460314,0.20814247650160866,0.34680933003428766,0.5456864305195355,0.48614056035876274
conch_v1.5_mean:hdbscan_noise,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
conch_v1.5_mean:hdbscan_noise,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
conch_v1.5_mean:hdbscan_noise,max,__overall__,1,72,16,0.6428571428571429,0.3880719571924198,0.20783016770832732,0.3522085641909923,0.4702331544831395
conch_v1.5_mean:hdbscan_noise,max,__overall__,2-3,109,27,0.7457091237579042,0.5335766389182033,0.20855870759650919,0.43015531986588385,0.5813789180031529
conch_v1.5_mean:hdbscan_noise,max,__overall__,4-6,16,1,1.0,1.0,0.2572808063781966,0.5077165166536967,0.8030674457550049
conch_v1.5_mean:hdbscan_noise,max,__overall__,7+,18,2,0.40625,0.1588235294117647,0.5856698564551437,0.7850997745990753,0.6785341203212738
conch_v1.5_mean:hdbscan_noise,max,OAUTHC,1,29,8,0.47619047619047616,0.27997351174011925,0.2651213212574075,0.3987067061520758,0.36540867760777473
conch_v1.5_mean:hdbscan_noise,max,OAUTHC,2-3,22,5,0.5647058823529412,0.4191300366300367,0.275031412904888,0.48615363590857563,0.5389687716960907
conch_v1.5_mean:hdbscan_noise,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
conch_v1.5_mean:hdbscan_noise,max,OAUTHC,7+,18,2,0.40625,0.1588235294117647,0.5856698564551437,0.7850997745990753,0.6785341203212738
conch_v1.5_mean:msk_dist_p95,mean,__overall__,all,210,46,0.6570784729586425,0.40845875524237535,0.20416560189270366,0.385228819861782,0.49918144738789133
conch_v1.5_mean:msk_dist_p95,mean,LASUTH,all,9,3,0.888888888888889,0.8666666666666667,0.1545430734035861,0.305656517131461,0.5304544270038605
conch_v1.5_mean:msk_dist_p95,mean,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1507345659948922,0.28457165961819036,0.7065624743700027
conch_v1.5_mean:msk_dist_p95,mean,OAUTHC,all,80,16,0.45703125,0.24790158662436265,0.24753702248151982,0.424188374339489,0.41045979115262843
conch_v1.5_mean:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
conch_v1.5_mean:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
conch_v1.5_mean:msk_dist_p95,mean,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
conch_v1.5_mean:msk_dist_p95,mean,__overall__,2-3,108,26,0.7134146341463414,0.5155401258677412,0.1941968321700182,0.38777940594629057,0.5156502803453268
conch_v1.5_mean:msk_dist_p95,mean,__overall__,4-6,14,1,0.6153846153846154,0.16666666666666666,0.1773439032809951,0.38722537016639347,0.4373175408691167
conch_v1.5_mean:msk_dist_p95,mean,__overall__,7+,18,2,0.25,0.10882352941176471,0.2651296761729775,0.4772915366554425,0.35064966571243367
conch_v1.5_mean:msk_dist_p95,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
conch_v1.5_mean:msk_dist_p95,mean,OAUTHC,2-3,23,5,0.6111111111111112,0.4583107088989442,0.22705298983215733,0.40838651165918066,0.5055954813957214
conch_v1.5_mean:msk_dist_p95,mean,OAUTHC,4-6,10,1,0.4444444444444444,0.16666666666666666,0.2092982997114407,0.4208437035757082,0.4373175408691167
conch_v1.5_mean:msk_dist_p95,mean,OAUTHC,7+,18,2,0.25,0.10882352941176471,0.2651296761729775,0.4772915366554425,0.35064966571243367
conch_v1.5_mean:msk_dist_p95,max,__overall__,all,210,46,0.6383881230116648,0.34394229077354255,0.24714248239565728,0.4490889236330986,0.5509818782624991
conch_v1.5_mean:msk_dist_p95,max,LASUTH,all,9,3,0.8333333333333333,0.8333333333333333,0.16308534584675802,0.3213125132024288,0.5304544270038605
conch_v1.5_mean:msk_dist_p95,max,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1530466387104651,0.29051167890429497,0.7065624743700027
conch_v1.5_mean:msk_dist_p95,max,OAUTHC,all,80,16,0.421875,0.19982160063742974,0.34440428847753524,0.5423262381227687,0.48389490135014057
conch_v1.5_mean:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
conch_v1.5_mean:msk_dist_p95,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
conch_v1.5_mean:msk_dist_p95,max,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
conch_v1.5_mean:msk_dist_p95,max,__overall__,2-3,108,26,0.7382739212007504,0.5048873982943735,0.2111528932226207,0.43355287747775634,0.5736404416652826
conch_v1.5_mean:msk_dist_p95,max,__overall__,4-6,14,1,1.0,1.0,0.268623888225852,0.5211748687120584,0.8030674457550049
conch_v1.5_mean:msk_dist_p95,max,__overall__,7+,18,2,0.1875,0.10049019607843138,0.5937947052124884,0.7884345911443233,0.6053125262260437
conch_v1.5_mean:msk_dist_p95,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
conch_v1.5_mean:msk_dist_p95,max,OAUTHC,2-3,23,5,0.6222222222222222,0.46198717948717954,0.262258359307838,0.474549381269349,0.5655727088451385
conch_v1.5_mean:msk_dist_p95,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
conch_v1.5_mean:msk_dist_p95,max,OAUTHC,7+,18,2,0.1875,0.10049019607843138,0.5937947052124884,0.7884345911443233,0.6053125262260437
conch_v1.5_mean:msk_dist_p99,mean,__overall__,all,215,46,0.6628505273990224,0.4042373739802599,0.20107940268413388,0.38143514266207457,0.49755779395150157
conch_v1.5_mean:msk_dist_p99,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
conch_v1.5_mean:msk_dist_p99,mean,LUTH,all,18,3,0.8666666666666667,0.7777777777777777,0.14810742035304247,0.28823711747924485,0.7065624743700027
conch_v1.5_mean:msk_dist_p99,mean,OAUTHC,all,80,16,0.4501953125,0.23738588704616306,0.24744811911478387,0.42361799626851676,0.405791787523008
conch_v1.5_mean:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
conch_v1.5_mean:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
conch_v1.5_mean:msk_dist_p99,mean,__overall__,1,73,17,0.6638655462184875,0.4461921630627265,0.20500776916280913,0.35144016133355244,0.49510720109238343
conch_v1.5_mean:msk_dist_p99,mean,__overall__,2-3,108,25,0.7089156626506024,0.4968934779954838,0.19196468784695603,0.3825479775637268,0.5106548225382963
conch_v1.5_mean:msk_dist_p99,mean,__overall__,4-6,16,2,0.7142857142857142,0.26785714285714285,0.17789730801175666,0.38787482481982033,0.491461425088346
conch_v1.5_mean:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.2604422895857975,0.4750100243715535,0.36077134478222606
conch_v1.5_mean:msk_dist_p99,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
conch_v1.5_mean:msk_dist_p99,mean,OAUTHC,2-3,22,4,0.5416666666666667,0.40773809523809523,0.23150022365638712,0.40838651165918066,0.4718601703643799
conch_v1.5_mean:msk_dist_p99,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
conch_v1.5_mean:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.2604422895857975,0.4750100243715535,0.36077134478222606
conch_v1.5_mean:msk_dist_p99,max,__overall__,all,215,46,0.647671726267044,0.34780566951258046,0.2431501083232242,0.44424202403373264,0.5541654258318569
conch_v1.5_mean:msk_dist_p99,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
conch_v1.5_mean:msk_dist_p99,max,LUTH,all,18,3,0.8444444444444444,0.7666666666666666,0.15391616425234955,0.3007679179310799,0.7065624743700027
conch_v1.5_mean:msk_dist_p99,max,OAUTHC,all,80,16,0.431640625,0.2093556521122707,0.34375044327031634,0.5423262381227687,0.49304760061204433
conch_v1.5_mean:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
conch_v1.5_mean:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
conch_v1.5_mean:msk_dist_p99,max,__overall__,1,73,17,0.6638655462184875,0.4461921630627265,0.20500776916280913,0.35144016133355244,0.49510720109238343
conch_v1.5_mean:msk_dist_p99,max,__overall__,2-3,108,25,0.7339759036144577,0.485237128248756,0.2094556024478304,0.4283134130289756,0.5683041965961456
conch_v1.5_mean:msk_dist_p99,max,__overall__,4-6,16,2,0.9642857142857143,0.8333333333333333,0.2534064999371981,0.51652044909341,0.7550570070743561
conch_v1.5_mean:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
conch_v1.5_mean:msk_dist_p99,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
conch_v1.5_mean:msk_dist_p99,max,OAUTHC,2-3,22,4,0.5555555555555556,0.4119047619047619,0.27027820686319864,0.474549381269349,0.5302042439579964
conch_v1.5_mean:msk_dist_p99,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
conch_v1.5_mean:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
conch_v1.5_titan:hdbscan_noise,mean,__overall__,all,199,41,0.633528866934239,0.35175237041275964,0.20511310321895743,0.3795178463260721,0.4693170565026134
conch_v1.5_titan:hdbscan_noise,mean,LASUTH,all,11,1,0.8,0.3333333333333333,0.11773322413907682,0.28159024243553477,0.4348234236240387
conch_v1.5_titan:hdbscan_noise,mean,LUTH,all,17,3,0.7857142857142857,0.6,0.16326754329631177,0.3025512187076466,0.6029800722996393
conch_v1.5_titan:hdbscan_noise,mean,OAUTHC,all,71,14,0.42857142857142855,0.2387186630475032,0.25130498231971465,0.41549530288831843,0.38236308458974183
conch_v1.5_titan:hdbscan_noise,mean,UITH,all,8,3,0.6666666666666666,0.5555555555555556,0.28436911410462395,0.34441644251346587,0.35512658829490346
conch_v1.5_titan:hdbscan_noise,mean,retrospective_msk,all,89,20,0.7797101449275363,0.6331977165981049,0.18027088102344607,0.3795074384857491,0.5289886363471548
conch_v1.5_titan:hdbscan_noise,mean,__overall__,1,70,13,0.5627530364372471,0.27354157035916044,0.2201580022457084,0.3706621928957471,0.4214382183093291
conch_v1.5_titan:hdbscan_noise,mean,__overall__,2-3,101,26,0.722051282051282,0.5718233720796554,0.18986733200373002,0.3662900950676865,0.5015139239243207
conch_v1.5_titan:hdbscan_noise,mean,__overall__,7+,17,2,0.23333333333333334,0.1125,0.26020769013938383,0.47097575615950266,0.3619702282767647
conch_v1.5_titan:hdbscan_noise,mean,OAUTHC,1,30,8,0.4602272727272727,0.26144419306184014,0.2712503298854365,0.4150264842266386,0.3716907165944576
conch_v1.5_titan:hdbscan_noise,mean,OAUTHC,2-3,19,4,0.5333333333333333,0.4325609031491384,0.21872548196473418,0.34644412563906773,0.41390424873679876
conch_v1.5_titan:hdbscan_noise,mean,OAUTHC,7+,17,2,0.23333333333333334,0.1125,0.26020769013938383,0.47097575615950266,0.3619702282767647
conch_v1.5_titan:hdbscan_noise,max,__overall__,all,199,41,0.6096017289286817,0.3137565370163746,0.2468557915305764,0.4377202904205533,0.5174220140750815
conch_v1.5_titan:hdbscan_noise,max,LASUTH,all,11,1,0.7,0.25,0.12472235613803564,0.29098384007811545,0.4348234236240387
conch_v1.5_titan:hdbscan_noise,max,LUTH,all,17,3,0.8333333333333333,0.7666666666666666,0.16014729449991041,0.3141986344541822,0.7065624743700027
conch_v1.5_titan:hdbscan_noise,max,OAUTHC,all,71,14,0.393483709273183,0.19888942573367907,0.3498601934201701,0.5284704375162459,0.43651700977768215
conch_v1.5_titan:hdbscan_noise,max,UITH,all,8,3,0.6666666666666666,0.5555555555555556,0.27573844878792875,0.34441644251346587,0.36920056740442914
conch_v1.5_titan:hdbscan_noise,max,retrospective_msk,all,89,20,0.7927536231884059,0.6503857222009819,0.19445929553857763,0.41423607434051624,0.5720475945621729
conch_v1.5_titan:hdbscan_noise,max,__overall__,1,70,13,0.5627530364372471,0.27354157035916044,0.2201580022457084,0.3706621928957471,0.4214382183093291
conch_v1.5_titan:hdbscan_noise,max,__overall__,2-3,101,26,0.7246153846153847,0.5875256776197648,0.20392085645445385,0.4077239219347636,0.5530206730159429
conch_v1.5_titan:hdbscan_noise,max,__overall__,7+,17,2,0.4,0.15,0.5863969417659598,0.7839885671933492,0.6785341203212738
conch_v1.5_titan:hdbscan_noise,max,OAUTHC,1,30,8,0.4602272727272727,0.26144419306184014,0.2712503298854365,0.4150264842266386,0.3716907165944576
conch_v1.5_titan:hdbscan_noise,max,OAUTHC,2-3,19,4,0.5166666666666667,0.433187134502924,0.2413237171942665,0.3984011466304461,0.44516104087233543
conch_v1.5_titan:hdbscan_noise,max,OAUTHC,7+,17,2,0.4,0.15,0.5863969417659598,0.7839885671933492,0.6785341203212738
conch_v1.5_titan:msk_dist_p95,mean,__overall__,all,212,47,0.6563507414571244,0.40519782811501726,0.20383561958065405,0.38325910653342227,0.49570203303524846
conch_v1.5_titan:msk_dist_p95,mean,LASUTH,all,10,3,0.9047619047619048,0.8666666666666667,0.14077065322514634,0.2805180993108522,0.5304544270038605
conch_v1.5_titan:msk_dist_p95,mean,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.15043263678754,0.28342430852353573,0.7065624743700027
conch_v1.5_titan:msk_dist_p95,mean,OAUTHC,all,81,17,0.45128676470588236,0.2426861455350377,0.2484929185364106,0.42335402189605775,0.4062449231736581
conch_v1.5_titan:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
conch_v1.5_titan:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1790166530975506,0.38339965209901866,0.5338325650741657
conch_v1.5_titan:msk_dist_p95,mean,__overall__,1,72,18,0.647119341563786,0.4440116847068396,0.2112013616090269,0.354589874131812,0.4905731951196988
conch_v1.5_titan:msk_dist_p95,mean,__overall__,2-3,107,25,0.7082926829268292,0.4984701076355592,0.19302328046459272,0.3839712755497151,0.510528500030438
conch_v1.5_titan:msk_dist_p95,mean,__overall__,4-6,15,2,0.6923076923076923,0.26785714285714285,0.17928594539089307,0.38722537016639347,0.491461425088346
conch_v1.5_titan:msk_dist_p95,mean,__overall__,7+,18,2,0.28125,0.11437908496732026,0.25910406248188395,0.4731453104785668,0.36077134478222606
conch_v1.5_titan:msk_dist_p95,mean,OAUTHC,1,31,9,0.46464646464646464,0.2848815046008695,0.2673191355036218,0.4022631255740469,0.3682508303059472
conch_v1.5_titan:msk_dist_p95,mean,OAUTHC,2-3,21,4,0.5588235294117647,0.41981351981351983,0.23227154971996175,0.40511472581648356,0.4718601703643799
conch_v1.5_titan:msk_dist_p95,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
conch_v1.5_titan:msk_dist_p95,mean,OAUTHC,7+,18,2,0.28125,0.11437908496732026,0.25910406248188395,0.4731453104785668,0.36077134478222606
conch_v1.5_titan:msk_dist_p95,max,__overall__,all,212,47,0.6381689232753063,0.3482672866958344,0.246266134732923,0.44715315798918404,0.5511724400393506
conch_v1.5_titan:msk_dist_p95,max,LASUTH,all,10,3,0.8571428571428571,0.8333333333333333,0.14845869842400106,0.2939375245145389,0.5304544270038605
conch_v1.5_titan:msk_dist_p95,max,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1530466387104651,0.29051167890429497,0.7065624743700027
conch_v1.5_titan:msk_dist_p95,max,OAUTHC,all,81,17,0.4264705882352941,0.21345610143890303,0.3437533761342627,0.5423262381227687,0.48836804137510414
conch_v1.5_titan:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
conch_v1.5_titan:msk_dist_p95,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
conch_v1.5_titan:msk_dist_p95,max,__overall__,1,72,18,0.647119341563786,0.4440116847068396,0.2112013616090269,0.354589874131812,0.4905731951196988
conch_v1.5_titan:msk_dist_p95,max,__overall__,2-3,107,25,0.7321951219512196,0.48570097139301144,0.21046139534608066,0.42978281845770233,0.5683041965961456
conch_v1.5_titan:msk_dist_p95,max,__overall__,4-6,15,2,0.9615384615384616,0.8333333333333333,0.25643707655012205,0.5211748687120584,0.7550570070743561
conch_v1.5_titan:msk_dist_p95,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
conch_v1.5_titan:msk_dist_p95,max,OAUTHC,1,31,9,0.46464646464646464,0.2848815046008695,0.2673191355036218,0.4022631255740469,0.3682508303059472
conch_v1.5_titan:msk_dist_p95,max,OAUTHC,2-3,21,4,0.5735294117647058,0.4245754245754246,0.2723162485610492,0.4744082899654613,0.5302042439579964
conch_v1.5_titan:msk_dist_p95,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
conch_v1.5_titan:msk_dist_p95,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
conch_v1.5_titan:msk_dist_p99,mean,__overall__,all,215,47,0.6579280648429585,0.3863634471843578,0.2028687916675021,0.3816547057484487,0.4890903903499061
conch_v1.5_titan:msk_dist_p99,mean,LASUTH,all,12,3,0.9259259259259259,0.8666666666666667,0.1309904654469515,0.2814582335176291,0.5304544270038605
conch_v1.5_titan:msk_dist_p99,mean,LUTH,all,18,3,0.8222222222222222,0.6111111111111112,0.1552783994271269,0.28519380117456117,0.6029800722996393
conch_v1.5_titan:msk_dist_p99,mean,OAUTHC,all,81,17,0.45128676470588236,0.2418392889417708,0.24851518322779612,0.42336611381719985,0.4062449231736581
conch_v1.5_titan:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
conch_v1.5_titan:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1790166530975506,0.38339965209901866,0.5338325650741657
conch_v1.5_titan:msk_dist_p99,mean,__overall__,1,73,17,0.6418067226890756,0.39059892533981155,0.20905099462184462,0.3498831866309047,0.46557167786009174
conch_v1.5_titan:msk_dist_p99,mean,__overall__,2-3,108,26,0.7152908067542214,0.5121546982041466,0.1928875662348799,0.38427127626671537,0.5141563185801108
conch_v1.5_titan:msk_dist_p99,mean,__overall__,4-6,16,2,0.7142857142857142,0.26785714285714285,0.17789730801175666,0.38787482481982033,0.491461425088346
conch_v1.5_titan:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.259880751086842,0.4740024945662858,0.36077134478222606
conch_v1.5_titan:msk_dist_p99,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
conch_v1.5_titan:msk_dist_p99,mean,OAUTHC,2-3,22,4,0.5416666666666667,0.40773809523809523,0.23150022365638712,0.40838651165918066,0.4718601703643799
conch_v1.5_titan:msk_dist_p99,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
conch_v1.5_titan:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.259880751086842,0.4740024945662858,0.36077134478222606
conch_v1.5_titan:msk_dist_p99,max,__overall__,all,215,47,0.6427304964539007,0.3478244679004582,0.2441732464970669,0.44465966815395014,0.5511724400393506
conch_v1.5_titan:msk_dist_p99,max,LASUTH,all,12,3,0.888888888888889,0.8333333333333333,0.13739716977933045,0.2918955642316077,0.5304544270038605
conch_v1.5_titan:msk_dist_p99,max,LUTH,all,18,3,0.8666666666666667,0.7777777777777777,0.1514689576919811,0.2946812853217125,0.7065624743700027
conch_v1.5_titan:msk_dist_p99,max,OAUTHC,all,81,17,0.4264705882352941,0.21345610143890303,0.3437533761342627,0.5423262381227687,0.48836804137510414
conch_v1.5_titan:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
