filter,aggregator,site,n_bin,n_patients,n_msih,auroc,auprc,brier,mean_pred_mss,mean_pred_msih
conch_v1.5_titan:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
conch_v1.5_titan:msk_dist_p99,max,__overall__,1,73,17,0.6418067226890756,0.39059892533981155,0.20905099462184462,0.3498831866309047,0.46557167786009174
conch_v1.5_titan:msk_dist_p99,max,__overall__,2-3,108,26,0.7420262664165103,0.5282731998843604,0.20875948438178038,0.4300381225965372,0.5816616885937177
conch_v1.5_titan:msk_dist_p99,max,__overall__,4-6,16,2,0.9642857142857143,0.8333333333333333,0.2534064999371981,0.51652044909341,0.7550570070743561
conch_v1.5_titan:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
conch_v1.5_titan:msk_dist_p99,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
conch_v1.5_titan:msk_dist_p99,max,OAUTHC,2-3,22,4,0.5555555555555556,0.4119047619047619,0.27027820686319864,0.474549381269349,0.5302042439579964
conch_v1.5_titan:msk_dist_p99,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
conch_v1.5_titan:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
ctranspath_mean:hdbscan_noise,mean,__overall__,all,216,47,0.6603298501825506,0.38691004877555807,0.202024235990007,0.38087971673120796,0.48918256336405697
ctranspath_mean:hdbscan_noise,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
ctranspath_mean:hdbscan_noise,mean,LUTH,all,19,3,0.8125,0.6,0.1568143709760344,0.29564357665367424,0.6029800722996393
ctranspath_mean:hdbscan_noise,mean,OAUTHC,all,80,17,0.453781512605042,0.2446027624160663,0.24883273697288297,0.4228518939333531,0.40649975444807523
ctranspath_mean:hdbscan_noise,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
ctranspath_mean:hdbscan_noise,mean,retrospective_msk,all,93,20,0.7815068493150684,0.6210942188367814,0.17956057128103903,0.3837655078126415,0.5338325650741657
ctranspath_mean:hdbscan_noise,mean,__overall__,1,74,17,0.6418988648090815,0.3881847277364874,0.20871072145330782,0.3518461426883413,0.46557167786009174
ctranspath_mean:hdbscan_noise,mean,__overall__,2-3,107,26,0.7169990503323836,0.5137750637563814,0.19218066196881503,0.3820811230919243,0.5141563185801108
ctranspath_mean:hdbscan_noise,mean,__overall__,4-6,17,2,0.7333333333333334,0.26785714285714285,0.1752142248611873,0.38626383011539783,0.491461425088346
ctranspath_mean:hdbscan_noise,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.25837049627740766,0.47318209826011526,0.36293741061477125
ctranspath_mean:hdbscan_noise,mean,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
ctranspath_mean:hdbscan_noise,mean,OAUTHC,2-3,21,4,0.5588235294117647,0.41981351981351983,0.23319422016140437,0.40637185789790803,0.4718601703643799
ctranspath_mean:hdbscan_noise,mean,OAUTHC,4-6,11,2,0.5555555555555556,0.26785714285714285,0.20904159382217014,0.4208437035757082,0.491461425088346
ctranspath_mean:hdbscan_noise,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.25837049627740766,0.47318209826011526,0.36293741061477125
ctranspath_mean:hdbscan_noise,max,__overall__,all,216,47,0.6455998992823869,0.3482623899595921,0.24313142894526912,0.443489602155234,0.5511724400393506
ctranspath_mean:hdbscan_noise,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
ctranspath_mean:hdbscan_noise,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
ctranspath_mean:hdbscan_noise,max,OAUTHC,all,80,17,0.4285714285714286,0.21582458980876384,0.34521645910809334,0.5433768560252492,0.48836804137510414
ctranspath_mean:hdbscan_noise,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
ctranspath_mean:hdbscan_noise,max,retrospective_msk,all,93,20,0.8232876712328767,0.6540133685633804,0.1922988267156481,0.4204499415338856,0.5922722741961479
ctranspath_mean:hdbscan_noise,max,__overall__,1,74,17,0.6418988648090815,0.3881847277364874,0.20871072145330782,0.3518461426883413,0.46557167786009174
ctranspath_mean:hdbscan_noise,max,__overall__,2-3,107,26,0.7426400759734092,0.5295714781371856,0.20778956609574778,0.42794828917141314,0.5816616885937177
ctranspath_mean:hdbscan_noise,max,__overall__,4-6,17,2,0.9666666666666667,0.8333333333333333,0.24719497736123816,0.5077165166536967,0.7550570070743561
ctranspath_mean:hdbscan_noise,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
ctranspath_mean:hdbscan_noise,max,OAUTHC,1,30,9,0.4814814814814815,0.3003127682049251,0.2686471289801313,0.3987067061520758,0.3682508303059472
ctranspath_mean:hdbscan_noise,max,OAUTHC,2-3,21,4,0.5735294117647058,0.4245754245754246,0.27235303870297894,0.4744559736812816,0.5302042439579964
ctranspath_mean:hdbscan_noise,max,OAUTHC,4-6,11,2,0.9444444444444444,0.8333333333333333,0.2911356335666989,0.5754662321673499,0.7550570070743561
ctranspath_mean:hdbscan_noise,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
ctranspath_mean:msk_dist_p95,mean,__overall__,all,210,46,0.659729586426299,0.41032939801828305,0.20352534595664093,0.3843635461841985,0.4996215203909258
ctranspath_mean:msk_dist_p95,mean,LASUTH,all,9,3,0.888888888888889,0.8666666666666667,0.1545430734035861,0.305656517131461,0.5304544270038605
ctranspath_mean:msk_dist_p95,mean,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1507345659948922,0.28457165961819036,0.7065624743700027
ctranspath_mean:msk_dist_p95,mean,OAUTHC,all,80,16,0.46875,0.25202094294263117,0.24585635064935532,0.4219711105406815,0.4117250010363525
ctranspath_mean:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
ctranspath_mean:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
ctranspath_mean:msk_dist_p95,mean,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
ctranspath_mean:msk_dist_p95,mean,__overall__,2-3,108,26,0.7134146341463414,0.5155401258677412,0.1941968321700182,0.38777940594629057,0.5156502803453268
ctranspath_mean:msk_dist_p95,mean,__overall__,4-6,15,1,0.6428571428571428,0.16666666666666666,0.17393585413411058,0.38555282909600513,0.4373175408691167
ctranspath_mean:msk_dist_p95,mean,__overall__,7+,17,2,0.26666666666666666,0.11805555555555555,0.26539160343898266,0.4753966605454962,0.36077134478222606
ctranspath_mean:msk_dist_p95,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
ctranspath_mean:msk_dist_p95,mean,OAUTHC,2-3,23,5,0.6111111111111112,0.4583107088989442,0.22705298983215733,0.40838651165918066,0.5055954813957214
ctranspath_mean:msk_dist_p95,mean,OAUTHC,4-6,11,1,0.5,0.16666666666666666,0.20174601483564858,0.4151403127362331,0.4373175408691167
ctranspath_mean:msk_dist_p95,mean,OAUTHC,7+,17,2,0.26666666666666666,0.11805555555555555,0.26539160343898266,0.4753966605454962,0.36077134478222606
ctranspath_mean:msk_dist_p95,max,__overall__,all,210,46,0.6432926829268293,0.3530318492948882,0.24473213082252862,0.4468773518030236,0.5541654258318569
ctranspath_mean:msk_dist_p95,max,LASUTH,all,9,3,0.8333333333333333,0.8333333333333333,0.16308534584675802,0.3213125132024288,0.5304544270038605
ctranspath_mean:msk_dist_p95,max,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1530466387104651,0.29051167890429497,0.7065624743700027
ctranspath_mean:msk_dist_p95,max,OAUTHC,all,80,16,0.4345703125,0.2106949896585048,0.33807711559807246,0.5366590853082016,0.49304760061204433
ctranspath_mean:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
ctranspath_mean:msk_dist_p95,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
ctranspath_mean:msk_dist_p95,max,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
ctranspath_mean:msk_dist_p95,max,__overall__,2-3,108,26,0.7382739212007504,0.5048873982943735,0.2111528932226207,0.43355287747775634,0.5736404416652826
ctranspath_mean:msk_dist_p95,max,__overall__,4-6,15,1,1.0,1.0,0.2676610542986961,0.5199598095246724,0.8030674457550049
ctranspath_mean:msk_dist_p95,max,__overall__,7+,17,2,0.3666666666666667,0.14583333333333331,0.5839970284793681,0.7832061092058817,0.6785341203212738
ctranspath_mean:msk_dist_p95,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
ctranspath_mean:msk_dist_p95,max,OAUTHC,2-3,23,5,0.6222222222222222,0.46198717948717954,0.262258359307838,0.474549381269349,0.5655727088451385
ctranspath_mean:msk_dist_p95,max,OAUTHC,4-6,11,1,1.0,1.0,0.3064410577692999,0.5683360129594803,0.8030674457550049
ctranspath_mean:msk_dist_p95,max,OAUTHC,7+,17,2,0.3666666666666667,0.14583333333333331,0.5839970284793681,0.7832061092058817,0.6785341203212738
ctranspath_mean:msk_dist_p99,mean,__overall__,all,216,46,0.6618925831202046,0.3872254699950035,0.20164347115967754,0.38183313465939256,0.49159911226832403
ctranspath_mean:msk_dist_p99,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
ctranspath_mean:msk_dist_p99,mean,LUTH,all,19,3,0.8125,0.6,0.15688347475981593,0.2959102268796414,0.6029800722996393
ctranspath_mean:msk_dist_p99,mean,OAUTHC,all,80,16,0.4560546875,0.24189977593505196,0.2475489408562818,0.42421310430477516,0.4080822780720657
ctranspath_mean:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
ctranspath_mean:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
ctranspath_mean:msk_dist_p99,mean,__overall__,1,72,16,0.640625,0.38692306013359623,0.20820388364845444,0.3522085641909923,0.46882646437734365
ctranspath_mean:msk_dist_p99,mean,__overall__,2-3,110,27,0.7251227130745203,0.5245966323865723,0.1914923072474632,0.38259938001692534,0.5167953890322903
ctranspath_mean:msk_dist_p99,mean,__overall__,4-6,16,1,0.6666666666666667,0.16666666666666666,0.17326045548191998,0.38626383011539783,0.4373175408691167
ctranspath_mean:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.26266605904833107,0.47739045651658707,0.36077134478222606
ctranspath_mean:msk_dist_p99,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
ctranspath_mean:msk_dist_p99,mean,OAUTHC,2-3,23,5,0.6,0.4383107088989442,0.2290224932332264,0.40838651165918066,0.4939387679100037
ctranspath_mean:msk_dist_p99,mean,OAUTHC,4-6,10,1,0.4444444444444444,0.16666666666666666,0.2092982997114407,0.4208437035757082,0.4373175408691167
ctranspath_mean:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.26266605904833107,0.47739045651658707,0.36077134478222606
ctranspath_mean:msk_dist_p99,max,__overall__,all,216,46,0.6479539641943733,0.34732115971492633,0.2428579625471268,0.4441434946130304,0.5541654258318569
ctranspath_mean:msk_dist_p99,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
ctranspath_mean:msk_dist_p99,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
ctranspath_mean:msk_dist_p99,max,OAUTHC,all,80,16,0.431640625,0.2093556521122707,0.34375044327031634,0.5423262381227687,0.49304760061204433
ctranspath_mean:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
ctranspath_mean:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
ctranspath_mean:msk_dist_p99,max,__overall__,1,72,16,0.640625,0.38692306013359623,0.20820388364845444,0.3522085641909923,0.46882646437734365
ctranspath_mean:msk_dist_p99,max,__overall__,2-3,110,27,0.752342704149933,0.5460424238933799,0.20649227552902036,0.4283134130289756,0.5863055730307544
ctranspath_mean:msk_dist_p99,max,__overall__,4-6,16,1,1.0,1.0,0.2572808063781966,0.5077165166536967,0.8030674457550049
ctranspath_mean:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
ctranspath_mean:msk_dist_p99,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
ctranspath_mean:msk_dist_p99,max,OAUTHC,2-3,23,5,0.6222222222222222,0.46198717948717954,0.262258359307838,0.474549381269349,0.5655727088451385
ctranspath_mean:msk_dist_p99,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
ctranspath_mean:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
uni2_mean:hdbscan_noise,mean,__overall__,all,205,45,0.6461111111111111,0.36461804966500794,0.20416104743359187,0.3827482866505479,0.47687208438502837
uni2_mean:hdbscan_noise,mean,LASUTH,all,11,2,0.9444444444444444,0.8333333333333333,0.11612499055779582,0.26128579648556527,0.4949751943349838
uni2_mean:hdbscan_noise,mean,LUTH,all,13,2,0.8181818181818181,0.6666666666666666,0.11738066825093922,0.23508837378837846,0.42598711699247355
uni2_mean:hdbscan_noise,mean,OAUTHC,all,77,17,0.43823529411764706,0.24648785068741785,0.25879080439248614,0.43480085362005744,0.4080316482404978
uni2_mean:hdbscan_noise,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
uni2_mean:hdbscan_noise,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17904469150454186,0.3834348170271328,0.5338325650741657
uni2_mean:hdbscan_noise,mean,__overall__,1,64,15,0.5931972789115646,0.32720547700551017,0.21693367195961982,0.3538959430796759,0.4237559765577316
uni2_mean:hdbscan_noise,mean,__overall__,2-3,108,26,0.7204502814258912,0.518060422500602,0.19137529029013625,0.38195965937300913,0.5141563185801108
uni2_mean:hdbscan_noise,mean,__overall__,4-6,16,2,0.6785714285714285,0.24285714285714285,0.19555578707029603,0.4043607174108426,0.491461425088346
uni2_mean:hdbscan_noise,mean,__overall__,7+,17,2,0.3,0.125,0.2454021043536013,0.4611388360563325,0.37595850785036344
uni2_mean:hdbscan_noise,mean,OAUTHC,1,29,9,0.42222222222222217,0.2834746450738764,0.2898000901722477,0.4277814369648695,0.3682508303059472
uni2_mean:hdbscan_noise,mean,OAUTHC,2-3,20,4,0.53125,0.41981351981351983,0.23720387496809453,0.41027101734653115,0.4718601703643799
uni2_mean:hdbscan_noise,mean,OAUTHC,4-6,11,2,0.5,0.24285714285714285,0.23697964089573953,0.4501115177240636,0.491461425088346
uni2_mean:hdbscan_noise,mean,OAUTHC,7+,17,2,0.3,0.125,0.2454021043536013,0.4611388360563325,0.37595850785036344
uni2_mean:hdbscan_noise,max,__overall__,all,205,45,0.6315277777777777,0.32276798596214085,0.2451007850036735,0.44604989266954365,0.5410383512576421
uni2_mean:hdbscan_noise,max,LASUTH,all,11,2,0.8888888888888888,0.75,0.12311412255675465,0.27172312719954383,0.4949751943349838
uni2_mean:hdbscan_noise,max,LUTH,all,13,2,0.7727272727272727,0.6428571428571428,0.11133469843882257,0.24879184365272522,0.5813607200980186
uni2_mean:hdbscan_noise,max,OAUTHC,all,77,17,0.40490196078431373,0.21688039620578714,0.35280567849009853,0.5539849791675806,0.48836804137510414
uni2_mean:hdbscan_noise,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
uni2_mean:hdbscan_noise,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
uni2_mean:hdbscan_noise,max,__overall__,1,64,15,0.5931972789115646,0.32720547700551017,0.21693367195961982,0.3538959430796759,0.4237559765577316
uni2_mean:hdbscan_noise,max,__overall__,2-3,108,26,0.7523452157598499,0.5501625315489539,0.2041652271529081,0.42459239510864744,0.5816616885937177
uni2_mean:hdbscan_noise,max,__overall__,4-6,16,2,0.8928571428571429,0.5,0.28116631184219915,0.5358944939715522,0.7550570070743561
uni2_mean:hdbscan_noise,max,__overall__,7+,17,2,0.4,0.1625,0.5772588469616547,0.7805321534474691,0.6785341203212738
uni2_mean:hdbscan_noise,max,OAUTHC,1,29,9,0.42222222222222217,0.2834746450738764,0.2898000901722477,0.4277814369648695,0.3682508303059472
uni2_mean:hdbscan_noise,max,OAUTHC,2-3,20,4,0.546875,0.4245754245754246,0.2620824018041554,0.4658439662307501,0.5302042439579964
uni2_mean:hdbscan_noise,max,OAUTHC,4-6,11,2,0.8333333333333334,0.5,0.3369805631191968,0.6135538054837121,0.7550570070743561
uni2_mean:hdbscan_noise,max,OAUTHC,7+,17,2,0.4,0.1625,0.5772588469616547,0.7805321534474691,0.6785341203212738
uni2_mean:msk_dist_p95,mean,__overall__,all,210,46,0.6588016967126191,0.41054647894464397,0.20374998346840653,0.38465737186548066,0.49903032262582436
uni2_mean:msk_dist_p95,mean,LASUTH,all,9,3,0.888888888888889,0.8666666666666667,0.1545430734035861,0.305656517131461,0.5304544270038605
uni2_mean:msk_dist_p95,mean,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1507345659948922,0.28457165961819036,0.7065624743700027
uni2_mean:msk_dist_p95,mean,OAUTHC,all,80,16,0.4619140625,0.25181413404019953,0.24644602411773997,0.422724038848967,0.410025307461686
uni2_mean:msk_dist_p95,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
uni2_mean:msk_dist_p95,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
uni2_mean:msk_dist_p95,mean,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
uni2_mean:msk_dist_p95,mean,__overall__,2-3,108,26,0.7134146341463414,0.5155401258677412,0.1941968321700182,0.38777940594629057,0.5156502803453268
uni2_mean:msk_dist_p95,mean,__overall__,4-6,14,1,0.6153846153846154,0.16666666666666666,0.1773439032809951,0.38722537016639347,0.4373175408691167
uni2_mean:msk_dist_p95,mean,__overall__,7+,18,2,0.28125,0.11437908496732026,0.2602807945561779,0.47143419469335435,0.34717379618489397
uni2_mean:msk_dist_p95,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
uni2_mean:msk_dist_p95,mean,OAUTHC,2-3,23,5,0.6111111111111112,0.4583107088989442,0.22705298983215733,0.40838651165918066,0.5055954813957214
uni2_mean:msk_dist_p95,mean,OAUTHC,4-6,10,1,0.4444444444444444,0.16666666666666666,0.2092982997114407,0.4208437035757082,0.4373175408691167
uni2_mean:msk_dist_p95,mean,OAUTHC,7+,18,2,0.28125,0.11437908496732026,0.2602807945561779,0.47143419469335435,0.34717379618489397
uni2_mean:msk_dist_p95,max,__overall__,all,210,46,0.6383881230116648,0.34394229077354255,0.2468460571975791,0.44887136486245366,0.5509818782624991
uni2_mean:msk_dist_p95,max,LASUTH,all,9,3,0.8333333333333333,0.8333333333333333,0.16308534584675802,0.3213125132024288,0.5304544270038605
uni2_mean:msk_dist_p95,max,LUTH,all,17,3,0.8809523809523809,0.7916666666666666,0.1530466387104651,0.29051167890429497,0.7065624743700027
uni2_mean:msk_dist_p95,max,OAUTHC,all,80,16,0.421875,0.19982160063742974,0.3436261723325801,0.541768743772991,0.48389490135014057
uni2_mean:msk_dist_p95,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
uni2_mean:msk_dist_p95,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
uni2_mean:msk_dist_p95,max,__overall__,1,70,17,0.6570477247502775,0.4503777914460115,0.20923385294368962,0.3530003919072871,0.49510720109238343
uni2_mean:msk_dist_p95,max,__overall__,2-3,108,26,0.7382739212007504,0.5048873982943735,0.2111528932226207,0.43355287747775634,0.5736404416652826
uni2_mean:msk_dist_p95,max,__overall__,4-6,14,1,1.0,1.0,0.268623888225852,0.5211748687120584,0.8030674457550049
uni2_mean:msk_dist_p95,max,__overall__,7+,18,2,0.1875,0.10049019607843138,0.59033641123491,0.7862046137452126,0.6053125262260437
uni2_mean:msk_dist_p95,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
uni2_mean:msk_dist_p95,max,OAUTHC,2-3,23,5,0.6222222222222222,0.46198717948717954,0.262258359307838,0.474549381269349,0.5655727088451385
uni2_mean:msk_dist_p95,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
uni2_mean:msk_dist_p95,max,OAUTHC,7+,18,2,0.1875,0.10049019607843138,0.59033641123491,0.7862046137452126,0.6053125262260437
uni2_mean:msk_dist_p99,mean,__overall__,all,216,46,0.6616368286445012,0.38632171873680987,0.2017186183222663,0.3818912687724318,0.49159911226832403
uni2_mean:msk_dist_p99,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
uni2_mean:msk_dist_p99,mean,LUTH,all,19,3,0.8125,0.6,0.1568752549538271,0.2958788925316185,0.6029800722996393
uni2_mean:msk_dist_p99,mean,OAUTHC,all,80,16,0.455078125,0.24051088704616308,0.2477537903991939,0.4243753566295415,0.4080822780720657
uni2_mean:msk_dist_p99,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
uni2_mean:msk_dist_p99,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.17899830974000772,0.38339965209901866,0.5339904682089884
uni2_mean:msk_dist_p99,mean,__overall__,1,72,16,0.640625,0.38692306013359623,0.20820388364845444,0.3522085641909923,0.46882646437734365
uni2_mean:msk_dist_p99,mean,__overall__,2-3,110,27,0.7251227130745203,0.5245966323865723,0.1914908874627924,0.38259333966067993,0.5167953890322903
uni2_mean:msk_dist_p99,mean,__overall__,4-6,16,1,0.6666666666666667,0.16666666666666666,0.17326045548191998,0.38626383011539783,0.4373175408691167
uni2_mean:msk_dist_p99,mean,__overall__,7+,18,2,0.25,0.1111111111111111,0.2635765014612737,0.4780394658156525,0.36077134478222606
uni2_mean:msk_dist_p99,mean,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
uni2_mean:msk_dist_p99,mean,OAUTHC,2-3,23,5,0.6,0.4383107088989442,0.2290224932332264,0.40838651165918066,0.4939387679100037
uni2_mean:msk_dist_p99,mean,OAUTHC,4-6,10,1,0.4444444444444444,0.16666666666666666,0.2092982997114407,0.4208437035757082,0.4373175408691167
uni2_mean:msk_dist_p99,mean,OAUTHC,7+,18,2,0.25,0.1111111111111111,0.2635765014612737,0.4780394658156525,0.36077134478222606
uni2_mean:msk_dist_p99,max,__overall__,all,216,46,0.6479539641943733,0.34732115971492633,0.2428579625471268,0.4441434946130304,0.5541654258318569
uni2_mean:msk_dist_p99,max,LASUTH,all,13,3,0.8999999999999999,0.8333333333333333,0.13297920131839355,0.29098384007811545,0.5304544270038605
uni2_mean:msk_dist_p99,max,LUTH,all,19,3,0.8333333333333333,0.7575757575757576,0.1552914514330777,0.3086881744675338,0.7065624743700027
uni2_mean:msk_dist_p99,max,OAUTHC,all,80,16,0.431640625,0.2093556521122707,0.34375044327031634,0.5423262381227687,0.49304760061204433
uni2_mean:msk_dist_p99,max,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22235528783064407,0.30665898447235423,0.5115879476070404
uni2_mean:msk_dist_p99,max,retrospective_msk,all,94,20,0.8243243243243242,0.6535859562191324,0.19206876995617062,0.42036096953056956,0.5922722741961479
uni2_mean:msk_dist_p99,max,__overall__,1,72,16,0.640625,0.38692306013359623,0.20820388364845444,0.3522085641909923,0.46882646437734365
uni2_mean:msk_dist_p99,max,__overall__,2-3,110,27,0.752342704149933,0.5460424238933799,0.20649227552902036,0.4283134130289756,0.5863055730307544
uni2_mean:msk_dist_p99,max,__overall__,4-6,16,1,1.0,1.0,0.2572808063781966,0.5077165166536967,0.8030674457550049
uni2_mean:msk_dist_p99,max,__overall__,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
uni2_mean:msk_dist_p99,max,OAUTHC,1,29,8,0.47023809523809523,0.27756966558627305,0.2660491677294472,0.3987067061520758,0.362595297396183
uni2_mean:msk_dist_p99,max,OAUTHC,2-3,23,5,0.6222222222222222,0.46198717948717954,0.262258359307838,0.474549381269349,0.5655727088451385
uni2_mean:msk_dist_p99,max,OAUTHC,4-6,10,1,1.0,1.0,0.31166702561437853,0.5754662321673499,0.8030674457550049
uni2_mean:msk_dist_p99,max,OAUTHC,7+,18,2,0.375,0.14215686274509803,0.5908887265137378,0.7884345911443233,0.6785341203212738
virchow2_mean:hdbscan_noise,mean,__overall__,all,214,47,0.660593706204612,0.3924330288029539,0.20090826346033028,0.3799576771055041,0.48930139548946006
virchow2_mean:hdbscan_noise,mean,LASUTH,all,13,3,0.9333333333333333,0.8666666666666667,0.1270653203961976,0.28159024243553477,0.5304544270038605
virchow2_mean:hdbscan_noise,mean,LUTH,all,19,3,0.8125,0.6,0.1568143709760344,0.29564357665367424,0.6029800722996393
virchow2_mean:hdbscan_noise,mean,OAUTHC,all,78,17,0.4522661523625844,0.2491301862996757,0.24642681963909893,0.4205406577814491,0.40645869127168577
virchow2_mean:hdbscan_noise,mean,UITH,all,10,4,0.7916666666666667,0.7470238095238095,0.22925982008400023,0.30665898447235423,0.5010324632748961
virchow2_mean:hdbscan_noise,mean,retrospective_msk,all,94,20,0.7831081081081082,0.6208111336063027,0.1792463407885716,0.3839702485716558,0.5341467242687942
virchow2_mean:hdbscan_noise,mean,__overall__,1,73,17,0.6386554621848739,0.3891689747301643,0.20628899586077976,0.3497581257085715,0.46557167786009174
virchow2_mean:hdbscan_noise,mean,__overall__,2-3,108,26,0.7166979362101313,0.5150896360792088,0.1924637879748077,0.38390591705778265,0.5143979794990557
