cluster,n_slides,n_patients,is_outlier,mean_centroid_dist,mean_wagner_p,median_n_tiles,msih_prevalence,top_site,top_site_pct
-1,13,8,True,9.494513363552441,0.4036746076666392,2298.0,0.23076923076923078,OAUTHC,1.0
0,33,19,False,16.616735757822127,0.35886128653179517,5926.0,0.15151515151515152,OAUTHC,0.515
1,279,106,False,1.5787170437376856,0.41251418587341104,2804.0,0.22580645161290322,retrospective_oau,0.606
2,131,43,False,8.770010884163293,0.44252751247232197,8180.0,0.1984732824427481,OAUTHC,0.847
3,49,11,False,11.930380684842772,0.617675423318026,2827.0,0.24489795918367346,OAUTHC,1.0
4,27,2,False,11.990023409672066,0.739824088635268,2194.0,0.0,OAUTHC,1.0
5,61,18,False,7.409377915400475,0.4611219893224904,3521.0,0.03278688524590164,OAUTHC,0.934
6,139,29,False,8.37061309264679,0.37827116856686505,5251.0,0.18705035971223022,OAUTHC,0.978
7,71,44,False,5.733934131721055,0.40367807154084595,1231.0,0.23943661971830985,OAUTHC,0.789
