encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
phaet_mean,p_mlp,0.6319148936170214,0.5327847309136421,0.721555068836045,"1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0",0.7666666666666666,0.3333333333333333,0.5643382352941176,0.5,0.7472972972972973
phaet_mean,p_dann,0.6296620775969962,0.5326595744680851,0.7206633291614517,"1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0",0.8666666666666667,0.20833333333333331,0.5992647058823529,0.5416666666666666,0.7263513513513514
