embedding,harmony,raw,Δ
conch_v1.5_mean,0.47132770563787757,0.4345903537366775,0.03673735190120009
conch_v1.5_titan,0.549411621443283,0.45010834202946354,0.0993032794138195
ctranspath_mean,0.32272139800900496,0.3753135813401219,-0.052592183331116926
uni2_mean,0.41167065939848096,0.47271768490586075,-0.06104702550737978
virchow2_mean,0.4288774319140653,0.45462753484490254,-0.025750102930837238
virchow2_prism,0.43435854911976496,0.4300080951915874,0.004350453928177567
