encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
virchow2_mean,p_mlp,0.5734668335419274,0.47133917396745934,0.6689612015018773,"1.0,0.1,0.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0",0.33333333333333326,0.29166666666666663,0.5082720588235294,0.41666666666666663,0.7385135135135134
virchow2_mean,p_dann,0.5678347934918648,0.4697090112640801,0.6624687108886107,"1.0,0.1,0.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0",0.5,0.29166666666666663,0.5404411764705882,0.375,0.697972972972973
