method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.6940362953692114,0.009972936911003075,0.060043727711514484,0.015270573634704977,0.15442170838500494,0.003470150785503807,0.3494061937795759,0.0999966310538064,-0.7552601978531119,0.13534397608203874,29.54,3.157175177597977,0.968936170212766,0.014392025047722417,0.047058823529411764,0.014843295573660245
platt,0.7098347934918648,0.00448073702113358,0.05870642570824196,0.008067244317904334,0.1628649853630897,0.0016932994646365169,0.853601325919692,0.0856794192420173,-0.18681703675184594,0.1108092989937835,216.96,0.19794866372215336,0.946808510638298,0.013761983492610076,0.10552941176470589,0.013777925337593117
uncalibrated,0.7166458072590739,0.0,,,,,,,,,217.0,0.0,0.946808510638298,0.013761983492610076,0.10552941176470589,0.013777925337593117
