method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.5275594493116396,0.014871347594902072,0.06551296393063166,0.015277569719217338,0.176494803682238,0.003480475377274396,-0.029529889445063497,0.10726117899198823,-1.3329172517498042,0.14893892140657097,28.04,3.282358534807008,0.9565957446808511,0.01717257980769057,0.01811764705882353,0.008556586259736371
platt,0.548433041301627,0.013057722331670301,0.044925262330340825,0.011937949928906587,0.1700490364190724,0.0015615716352719658,0.5300942744423909,0.2966879100923438,-0.6017569768623742,0.38245631034128463,201.62,1.9154580631892586,0.9438297872340426,0.017064642975827618,0.034352941176470586,0.008264397212197811
uncalibrated,0.5694618272841051,0.0,,,,,,,,,204.0,0.0,0.9455319148936171,0.013701431817124214,0.03423529411764706,0.008206948301512498
