method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.593767209011264,0.011578072234638208,0.05394531352265232,0.012582379604661995,0.16853272930197127,0.0023500513158221875,0.10705422069539708,0.06538783409770026,-1.118072775881792,0.09188844209620693,30.1,3.489049926234232,0.968936170212766,0.017832389232671855,0.04047058823529412,0.011682788031585055
platt,0.6104655819774718,0.01329402204286703,0.035952551881844624,0.01140323384612785,0.1685176357905803,0.0012469977172810543,0.7748200335280395,0.12771540421270544,-0.28705088041676885,0.1638691527893442,207.9,1.809837065617132,0.9438297872340426,0.01651438019113207,0.05352941176470588,0.012702702905740314
uncalibrated,0.6319148936170214,0.0,,,,,,,,,208.0,0.0,0.9438297872340426,0.01651438019113207,0.05352941176470588,0.012702702905740314
