method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.5782015018773466,0.012298969940251482,0.05648401400507466,0.013029911873865332,0.16778553144816688,0.0026682964664293484,0.47168231860317245,0.2508587654607198,-0.6589583563016442,0.33153397227559267,23.52,2.6360143073533253,0.9744680851063829,0.008597042932359205,0.03,0.002142445173778481
platt,0.5604455569461827,0.020372329357991024,0.030287787474211278,0.014946309175636817,0.17027215188305192,0.001766524750449661,0.5047239058848985,0.32170531662128143,-0.6352514833725589,0.41662497905123247,209.2,1.5252968931473307,0.9480851063829787,0.015593623511709028,0.035176470588235295,0.005509170891792861
uncalibrated,0.5866082603254067,0.0,,,,,,,,,212.0,0.0,0.9480851063829787,0.015593623511709028,0.03541176470588235,0.0052465516903488964
