method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.5053279098873592,0.017464132142786266,0.062017396308023776,0.01604142932753134,0.17354588398228843,0.0020140317464356493,-0.15227971567157092,0.06748223019316618,-1.5045461751409313,0.09090074608419019,22.34,2.5603730595523837,0.9680851063829787,0.012346562924978629,0.006705882352941176,0.005447297099375413
platt,0.43685857321652066,0.03905843110771397,0.05617053958511362,0.01734303401243726,0.17124905923206593,0.0010849108330793788,-3.589534500185336,0.8649126477319024,-5.925013058643561,1.1229177233880747,193.92,5.439237641659813,0.9378723404255319,0.027804490276059034,0.04847058823529411,0.01482234793973065
uncalibrated,0.5357947434292866,0.0,,,,,,,,,207.0,0.0,0.9506382978723404,0.010025788755301352,0.034,0.007257118725171128
