method,auroc_mean,auroc_std,ece_mean,ece_std,brier_mean,brier_std,slope_mean,slope_std,intercept_mean,intercept_std,n_distinct_probs_mean,n_distinct_probs_std,sens_mean,sens_std,spec_mean,spec_std
isotonic,0.5367133917396746,0.01407329257981177,0.06140006564270396,0.014536425904365368,0.17358278535895658,0.0023173398132773425,0.011676299504332292,0.04905289805131652,-1.2696858987190807,0.07402037183419793,27.52,3.0986501340198487,0.9587234042553192,0.013186025509716611,0.032705882352941175,0.007716464055965712
platt,0.542342928660826,0.026574428772232362,0.0401003964119307,0.01504874599306524,0.17101824464824975,0.001475625563116759,0.18472280900897015,0.4547669500596748,-1.0500254147056345,0.5923842026610614,193.42,2.587962716193605,0.946808510638298,0.018363291753183263,0.04894117647058824,0.008523510812172076
uncalibrated,0.5734668335419274,0.0,,,,,,,,,200.0,0.0,0.9497872340425532,0.012722461724289591,0.048705882352941175,0.0085730761309962
