threshold,n_below,pct_below,median_tiles_below,median_tiles_above,msih_prev_below,msih_prev_above
0.05,3,0.37359900373599003,7060.0,3701.0,0.3333333333333333,0.19125
0.1,19,2.3661270236612704,5229.0,3668.0,0.21052631578947367,0.1913265306122449
0.15,64,7.970112079701121,4899.0,3641.0,0.171875,0.19350473612990526
0.2,101,12.577833125778332,4413.0,3650.5,0.1485148514851485,0.198005698005698
0.25,151,18.80448318804483,3945.0,3652.0,0.152317880794702,0.200920245398773
