encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
mascaret_mean,p_mlp,0.5490613266583229,0.4514392991239049,0.6446933667083854,"0.0,0.3,0.0,0.3,0.1,0.0,1.0,0.1,0.1,0.1",0.3333333333333333,0.29166666666666663,0.5431985294117647,0.375,0.6520270270270271
mascaret_mean,p_dann,0.555694618272841,0.45867959949937426,0.6480725907384229,"0.0,0.3,0.0,0.3,0.1,0.0,1.0,0.1,0.1,0.1",0.33333333333333337,0.35416666666666663,0.5689338235294117,0.375,0.6513513513513514
