encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
conch_v1.5_titan,p_mlp,0.5357947434292866,0.44267834793491867,0.6272872340425532,"0.0,0.0,0.3,0.1,0.1,0.0,1.0,0.3,0.3,0.1",0.5,0.4583333333333333,0.46047794117647056,0.29166666666666663,0.6783783783783783
conch_v1.5_titan,p_dann,0.5275344180225281,0.4341489361702127,0.6221589486858573,"0.0,0.0,0.3,0.1,0.1,0.0,1.0,0.3,0.3,0.1",0.3333333333333333,0.3958333333333333,0.4650735294117647,0.375,0.6554054054054054
