encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
virchow2_prism,p_mlp,0.5536921151439299,0.45531914893617026,0.6458103879849812,"0.0,1.0,1.0,1.0,0.3,0.0,0.1,0.1,0.3,0.0",0.23333333333333334,0.3333333333333333,0.5294117647058824,0.5416666666666667,0.6513513513513514
virchow2_prism,p_dann,0.5470588235294118,0.44154881101376725,0.6463297872340426,"0.0,1.0,1.0,1.0,0.3,0.0,0.1,0.1,0.3,0.0",0.26666666666666666,0.25,0.5055147058823529,0.5833333333333334,0.6777027027027027
