encoder,head,auroc,ci_low,ci_high,lams_selected,auroc_LASUTH,auroc_LUTH,auroc_OAUTHC,auroc_UITH,auroc_retrospective
ctranspath_mean,p_mlp,0.5866082603254067,0.48571339173967454,0.6828723404255319,"0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1",0.36666666666666664,0.35416666666666663,0.5670955882352942,0.4583333333333333,0.681081081081081
ctranspath_mean,p_dann,0.5768460575719648,0.47346057571964956,0.6749749687108886,"0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1",0.39999999999999997,0.375,0.5744485294117647,0.4583333333333333,0.6601351351351351
